,RIC,Title ,Comments,Views,Source,Date,Author,Total Post by Author,Like,Date Posted,Time,Comments2,Sentiment
9669,,,,,,2010-04-27,dirkdiggler444,124.0,,23/04/2010,10:46:00 AM,"Sircorp, $0 is also a long way to go down, why would it stop at the 12month low? Infact, why would it even go to the 12month low?

Sales are down in the US, the US company isn't dead, and we don't even know the effect on CSL yet. I'm surprised in CSL dropping 9% this morning, let alone heading towards $28.69. Its starting to rebound now, luckly for me, because I just bought in at $33.50.",ST
9670,,,,,,2010-04-27,MoolaManic,1334.0,,23/04/2010,10:48:00 AM,nice option contracts at $34 if your thinking a bounce is in order for day trade,Buy
9671,,,,,,2010-04-27,LuckyV,2913.0,,23/04/2010,10:50:00 AM,I got some 34.50. How much did you pay for $34 options,None
9672,,,,,,2010-04-27,MoolaManic,1334.0,,23/04/2010,10:52:00 AM,38cents,Buy
9673,,,,,,2010-04-27,LuckyV,2913.0,,23/04/2010,10:55:00 AM,april? already above 34. well done. I bought may,None
9674,,,,,,2010-04-27,MoolaManic,1334.0,,23/04/2010,10:56:00 AM,For sure April :)))),Buy
9675,,,,,,2010-04-27,rheags,265.0,,23/04/2010,11:02:00 AM,"lol, why do I always get refrenced :P

Lets see if the old gap support at $33 holds today, would seem to me an overreaction since CSL reafirmed full year guidance on April 9.",LT
9676,,,,,,2010-04-27,regularASX,2602.0,,23/04/2010,11:15:00 AM,I am back in with 5000 units at an average price of $33.60....and if it falls further will be adding another 5-10K units.,None
9677,,,,,,2010-04-27,rheags,265.0,,23/04/2010,11:17:00 AM,"15 million traded in the first hour, rather busy day! Given most traded on a single day in the last 12 months is around 12.5 million that is a fairly impressive open :)",LT
9678,,,,,,2010-04-27,webllinks,964.0,23.0,23/04/2010,11:41:00 AM,"regularASX, is that cash or are you using CFD's?",Buy
9679,,,,,,2010-04-27,Hamrun,1078.0,4.0,23/04/2010,12:02:00 PM,"prob the next thing will be the brokers down grade CSL?
Cheers",None
9680,,,,,,2010-04-27,scilliams,1254.0,,23/04/2010,12:03:00 PM,"Well done Budfox :)
Well done Rob :)

I will consider longs when that gap is closed...",None
9681,,,,,,2010-04-27,regularASX,2602.0,,23/04/2010,12:41:00 PM,"regularASX, is that cash or are you using CFD's?
************

Cash.",Buy
9682,,,,,,2010-04-27,ozynew2uk,163.0,,23/04/2010,12:57:00 PM,"April 23, 2010 10:17AM Increase Text Size Decrease Text Size Print Email Share Add to Digg Add to del.icio.us Add to Facebook Add to Kwoff Add to Myspace Add to Newsvine What are these?
DRUG regulators are urgently investigating whether the seasonal flu vaccine is safe for children, after the nation's top doctor said they shouldn't receive it.

Australia's chief medical officer Jim Bishop said health professionals should stop immunising children under five-years-old with the vaccine immediately. Professor Bishop is concerned about a spike in the number of West Australian youngsters experiencing fever and convulsions after getting the shot.

""This is a precautionary measure while the matter is being urgently investigated by health experts and the Therapeutic Goods Administration,"" he said.

The drug regulator is trying to establish whether the bad reactions reported in WA are related to the vaccine, or whether there is a problem with how it is administered.

Prof Bishop said the TGA had contacted vaccine manufacturer CSL to identify which batches of the medicine had been sent to WA, and get samples of them for testing.

Start of sidebar. Skip to end of sidebar.
End of sidebar. Return to start of sidebar.
""The TGA is convening an expert scientific advisory panel to review the information from WA, and is seeking additional information from the manufacturer, CSL Ltd, and from regulatory colleagues internationally,"" he said.

The Department of Health and Ageing is also conducting its own inquiries into the issue, and states and territories are being encouraged to report any cases of fever or convulsion following the immunisation to the TGA.

Prof Bishop said those over the age of five could still receive the seasonal swine flu vaccine, while the swine flu shot was still safe for everyone - including children - to use, too.

""It is expected that the dominant flu this winter season will be swine flu and the specific Panvax vaccine is available free for all Australians,"" he said.",Buy
9683,,,,,,2010-04-27,LuckyV,2913.0,,23/04/2010,1:00:00 PM,any views on where price may close??,None
9684,,,,,,2010-04-27,regularASX,2602.0,,23/04/2010,1:09:00 PM,"CSL battered as rival's results disappoint
ELI GREENBLAT
April 23, 2010 - 12:37PM

Shares in blood plasma group CSL recorded their biggest intra-day fall since November 2008 after chief United States-based rival Baxter International slashed its full-year profit forecast due to health reform costs and a weaker plasma protein market.

CSL fell 9.5 per cent in local trade as investors reacted to Baxter's release of its first-quarter earnings performance, before the stock trimmed its losses to be down $2.64, or 7.2 per cent, at $33.96 in early afternoon trading.

The dive in the share price erased solid gains made by CSL since the beginning of the year and taken the stock to near a three-month low.

When Baxter cut its earnings guidance overnight, jittery investors sent its shares down 14 per cent. Talecris Biotherapeutics, another US blood plasma group which CSL attempted to acquire last year, fell 13 per cent.

CSL is the second largest blood plasma company in the US, sitting behind Baxter.

In 2008-09 North America made up 38 per cent of CSL's total revenue of more than $5 billion.

Australian analysts said that while CSL was likely to have experienced similar market conditions as Baxter in the US, CSL recently achieved favourable reimbursement terms for its liquid blood plasma product Privigen.

Also, US-based healthcare buying groups have preferred other products over Baxter, benefiting CSL.

One analyst said CSL would be affected by the Medicaid rebate increase in the US, hacking $10 million to $15 million from its annual net profit. Medicaid is a means-tested health program for low-income Americans.

Baxter's missteps

Baxter chief executive Bob Parkinson said that in the face of a weak US economy the company's range of life-saving blood plasma therapeutics were more ""optional"" than anticipated by the company.

""The facts are we miscalled this,"" Mr Parkinson told US analysts on a conference call.
""Clearly the market is growing much more slowly than we anticipated.""

Baxter has lowered its outlook for 2010 earnings to a range of $US3.92 to $US4 per share from its previous forecast of $US4.20 to $US4.28. The company said it now expected sales growth of only 1 per cent to 3 per cent, excluding the impact of foreign exchange, down from its prior outlook of 5 per cent to 7 per cent.

The earnings warning includes an estimated $US80 million hit from US healthcare reform legislation as expanded Medicaid rebates will affect its hemophilia and plasma businesses, the company said.

egreenblat@theage.com.au",Buy
9685,,,,,,2010-04-27,radioactivewhale,4440.0,,23/04/2010,1:54:00 PM,"well done budfox!!!!

how much did you make?",ST
9686,,,,,,2010-04-27,robbbbbbb,9860.0,2.0,23/04/2010,2:58:00 PM,"dsmi1

will touch on it over weekend, but in short its 3 higher highs which lack momentum and in a lot of case divergence has happened ?

Regards
Rob",ST
9687,,,,,,2010-04-27,pkaneathotcopper,138.0,,23/04/2010,3:02:00 PM,"Hi Rob

Hope you are doing well.

What are your thoughts on what has transpired today with CSL? Fundamentally, i personally believe this was market overreaction with the selling. CSL confirmed this by outlining that they are still in line with estimates earlier this month.

On a TA level does this signal as a good buy? Or do you see it going further down in the short term.

As always i always appreciate your thoughts.

Have a great weekend.
P",ST
9688,,,,,,2010-04-27,regularASX,2602.0,,23/04/2010,3:06:00 PM,After the ann. I thought if it breaks 34.20 it will be interesting to watch...it is happening now! Let's see...,Buy
9689,,,,,,2010-04-27,buddfox,9241.0,,23/04/2010,3:44:00 PM,"ok, based on today's report this now looks cheap and become a buy, imo.

PS: cover my short on the open!

just bght back.

dyor!

regards,",None
9690,,,,,,2010-04-27,Club_sharer,3728.0,2.0,23/04/2010,4:04:00 PM,"I'm tipping this will bounce a few times like a spring that's been released. Many institutions will have used this opportunity to load up more at the discounted price. However, many will use the inevitable bounce to offload. Very rarely do we see straight 'V' type falls and recoveries - so I would expect the wild swings to reduce over the next week or so before we know where we stand. Anyone who's loaded up should be trigger happy for any weakness.

Don't be surprised to see further and deeper falls over the next few weeks. But unlike penny dreadfuls that have no backbone, CSL is fundamentally one of the darlings of the world. Holding a sick CSL is a lot easier simply because of its value, growth potential and demand regardless of economic conditions. When it's weak, it usually doesn't stay down for long. But, then again there's no guarantees in this market


Good luck all.",None
9691,,,,,,2010-04-27,rheags,265.0,,23/04/2010,4:15:00 PM,"With todays close ($33.94) we are now back to the closing price (33.90) the day of the gap up on CSLs 1/2 year result. So 2 months gain gone in 1 day. lol, thats the market for you :)",LT
9692,,,,,,2010-04-27,regularASX,2602.0,,23/04/2010,4:59:00 PM,"rheags

Check daily share buyback notice - DONE! No more. And the broker was buying in 33.60-33.75 range....we mush have been buying at the same time.

I saw some big orders coming through at the time...I thought it must have been either a fund or the broker himself....

Sitting tight on it.",None
9693,,,,,,2010-04-27,LuckyV,2913.0,,23/04/2010,6:28:00 PM,"I did sell my options at a nice profit and will look at on tuesday.

in at 72c out at 98c for 34.50 calls. not so lucky with NCM, still holding and also NAB",None
9694,CSL,why when down,9.0,939,elektra3,2010-04-23,elektra3,24.0,,23/04/2010,11:16:00 AM,Anybody has any news why when down today,None
9695,,,,,,2010-04-23,rob111,3605.0,,23/04/2010,11:20:00 AM,... probably just a profit taker ....,Sell
9696,,,,,,2010-04-23,fluffynymph,54732.0,160.0,23/04/2010,11:20:00 AM,"Baxter, CSL's U.S. rival, ""cut its full-year profit forecast on health reform costs and a weaker plasma protein market."" Reuters.",None
9697,,,,,,2010-04-23,regularASX,2602.0,,23/04/2010,11:20:00 AM,"A suggestion...

I get up at around 6am every morning and spend 3-4 hours reading the news before I do any trading. Every day! And I keep reading them during ASX business hours and after the market closes. And before I go to bed, and even during my sleep.

Read and you will find out. Not only that, but if you were really interested why....well, you could have read all today's posts on CSL and you would have found an answer why it dropped, by now.",None
9698,,,,,,2010-04-23,tone76,442.0,128.0,23/04/2010,11:25:00 AM,"Either due to (a) the flu vaccine issue in WA or (b) Baxter's share price being slammed overnight.

Take your pick.",Hold
9699,,,,,,2010-04-23,LuckyV,2913.0,,23/04/2010,11:27:00 AM,"im out if I make any profit today. Congrats to all those shorts, not often you get a $3.00 gift either way.",None
9700,,,,,,2010-04-23,stephenj,142.0,,23/04/2010,3:26:00 PM,"here is an smh article on them

http://www.smh.com.au/business/csl-battered-as-rivals-results-disappoint-20100423-thn7.html",None
9701,CSL,Ann: Final share buy-back notice - Appendix 3F,1.0,72,ASX News,2010-04-23,ASX News,,851.0,23/04/2010,4:01:00 PM,"Summary: Final share buy-back notice - Appendix 3F
Price Sensitive: No
Download Document  92.15KB",None
9702,CSL,preopen,15.0,858,LuckyV,2010-04-23,LuckyV,2913.0,,23/04/2010,2:12:00 PM,announcement by company?,None
9703,,,,,,2010-04-23,tone76,442.0,128.0,23/04/2010,2:23:00 PM,"""Response to ASX Query"".

Perhaps the ASX asked for a 'please explain' due to the share price getting slammed so hard this morning?",Buy
9704,,,,,,2010-04-23,MoolaManic,1334.0,,23/04/2010,2:23:00 PM,All looks good to me...Bring on the trading!,Buy
9705,,,,,,2010-04-23,street talk,11142.0,477.0,23/04/2010,2:24:00 PM,Can't open it. What does it say?,Buy
9706,,,,,,2010-04-23,MoolaManic,1334.0,,23/04/2010,2:28:00 PM,"ASX requested price drop explanation

CSL says nothing to report and they maintain guidance offerd to the market 17 Feb 2010",Buy
9707,,,,,,2010-04-23,CoalKing,13187.0,65.0,23/04/2010,2:28:00 PM,"Pounded!

CK",None
9708,,,,,,2010-04-23,LuckyV,2913.0,,23/04/2010,2:28:00 PM,"shame, thought it would go higher",None
9709,,,,,,2010-04-23,xerxes_ph,9081.0,,23/04/2010,2:30:00 PM,Storm in a teacup .... looks a buy to me.,Buy
9710,,,,,,2010-04-23,MoolaManic,1334.0,,23/04/2010,2:31:00 PM,"Must be more punters reading the newspaper than the ASX ann.

Go figure!",Buy
9711,,,,,,2010-04-23,pkaneathotcopper,138.0,,23/04/2010,2:34:00 PM,"Sweet announcement :D

Anyone want to party in Melbourne when it reverts back to $37?

We could get a bottle or two of the house's finest? lol

P",ST
9712,,,,,,2010-04-23,MoolaManic,1334.0,,23/04/2010,2:37:00 PM,My shout if my oppies come in woohoo!,Buy
9713,,,,,,2010-04-23,regularASX,2602.0,,23/04/2010,2:40:00 PM,"Give patience a chance. It's been minutes only :)

B/S ratio is much healthier 850k vs 588K. It says a lot about the sentiment.",Buy
9714,,,,,,2010-04-23,MoolaManic,1334.0,,23/04/2010,2:41:00 PM,little bit of shakin the leaves then up she goes!,Buy
9715,,,,,,2010-04-23,primaus72,2984.0,86.0,23/04/2010,2:45:00 PM,"oversold but will go lower in the near term based on instos offloading due to BAX results.

I'll be looking for a sub-32 entry",Hold
9716,,,,,,2010-04-23,pkaneathotcopper,138.0,,23/04/2010,2:55:00 PM,"Lesh

If we do real well we could go Spearmints? lol

Thats where i have many a celebration haha :)

Good luck with the oppies

Have a great weekend
P",ST
9717,CSL,Ann: Response to an ASX Query,1.0,168,ASX News,2010-04-23,ASX News,,851.0,23/04/2010,2:18:00 PM,"Summary: Response to an ASX Query
Price Sensitive: Yes
Download Document  217.52KB",None
9718,CSL,we all know that this is now a bargain right?,9.0,715,pkaneathotcopper,2010-04-23,pkaneathotcopper,138.0,,23/04/2010,11:49:00 AM,"Hi all

If you want to make some money, you should look into this.

A 15 month low based on forecast earnings from another company does not justify such a drop on CSL. I forsee a trace back up as things calm down.

Baxter downgraded its earnings, not CSL. Does anyone have an article on CSL's response?

Cheers
P

p.s - these are my opinions only. Please do your own research :)",ST
9719,,,,,,2010-04-23,redpencil,4073.0,49.0,23/04/2010,12:07:00 PM,"As far as I know CSL has not indicated in any of its recent reports that it forsees the same drop in profits as Baxter. I am betting this is a huge overreaction and have bought another 1K this morning. To me this is a once in a while opportunity. Medium to long term this is a very strong business.

Red",Buy
9720,,,,,,2010-04-23,pkaneathotcopper,138.0,,23/04/2010,12:57:00 PM,"it feels good to make money dont it :)

P",ST
9721,,,,,,2010-04-23,peter600,1508.0,,23/04/2010,1:09:00 PM,The drop is being attributed to kiddies getting sick after being vaccinated for flu in Western Australia!,Buy
9722,,,,,,2010-04-23,regularASX,2602.0,,23/04/2010,1:12:00 PM,"The kiddies will be OK if Conroy does not introduce the filter!

:)",Buy
9723,,,,,,2010-04-23,LuckyV,2913.0,,23/04/2010,1:20:00 PM,"Regular ASX, do you have a new price target?? not sure if holding over weekend is good idea",None
9724,,,,,,2010-04-23,sircorp,11658.0,389.0,23/04/2010,1:29:00 PM,"Well Regular

What is your price Target over the next few days. Unfortunately mine is around $30.00 to $31.00.",Hold
9725,,,,,,2010-04-23,regularASX,2602.0,,23/04/2010,1:46:00 PM,"Simple answer guys is ...I do not know. I won't treat CSL as a short term trade.

$30-31....hmmm I think we will rather see upside than downside. There is no need for the SP to go that low Sir...It did not break $33 today when everyone was rushing to get out during the first hour. Since then the SP has recovered almost a dollar. That is a good indicator that, what we have seen this morning, was an overreaction, rather than potential damage done to the future earnings.

If it does continue to drop on TUE and throughout the week I will see it as an opportunity to top up. No doubt about that.",Buy
9726,,,,,,2010-04-23,glauconite,1269.0,16.0,23/04/2010,2:08:00 PM,And stops them being visite by Priests in hospital....,Buy
9727,CSL,down $3.00,8.0,883,regularASX,2010-04-23,regularASX,2602.0,,23/04/2010,10:03:00 AM,My truck is ready to load :) Just waiting...,None
9728,,,,,,2010-04-23,MoolaManic,1334.0,,23/04/2010,10:08:00 AM,"Any chance of a reasonable bounce?

Cheers",None
9729,,,,,,2010-04-23,regularASX,2602.0,,23/04/2010,10:11:00 AM,"By the look of it, it may go under $33.00",None
9730,,,,,,2010-04-23,grandcaruso,2317.0,,23/04/2010,10:11:00 AM,i bought at $33.35. don't know if this is a bad bunch or chronic issue for flu vaccine. worth a punt.,ST
9731,,,,,,2010-04-23,The Pro,1560.0,,23/04/2010,10:13:00 AM,why is CSL down so much today?,Buy
9732,,,,,,2010-04-23,Wenspa,18.0,,23/04/2010,10:28:00 AM,"why the $3 drop today?
I am not complaining too much..topped up today",LT
9733,,,,,,2010-04-23,steveman07,540.0,,23/04/2010,10:35:00 AM,alot of stops wouldve been hit along the way!,ST
9734,,,,,,2010-04-23,qunlbao,257.0,,23/04/2010,10:50:00 AM,"http://www.businessspectator.com.au/bs.nsf/Article/CSL-shares-fall-8-pd20100423-4S2CJ?OpenDocument&src=hp3
will keep eyes on this for the entry point.",None
9735,,,,,,2010-04-23,buddfox,9241.0,,22/04/2010,11:24:00 AM,"here we go, imo.

next target $36.31, then sub $35, imo.

dyor!

regards,",None
9736,,,,,,2010-04-23,radioactivewhale,4440.0,,22/04/2010,11:27:00 AM,to early bud I think!,None
9737,,,,,,2010-04-23,rheags,265.0,,22/04/2010,11:43:00 AM,"Tomorrow will set the direction in my opinion as Baxter reports their quarterly earnings.

They old saying goes 'third time lucky', maybe it will be for you Bud :)",Hold
9738,,,,,,2010-04-23,buddfox,9241.0,,22/04/2010,11:50:00 AM,"I feel it, Radio....

regards,",None
9739,,,,,,2010-04-23,buddfox,9241.0,,22/04/2010,3:52:00 PM,"3rd time lucky, Radio...think this is it?

dyor!

regards,",None
9740,,,,,,2010-04-23,robbbbbbb,9860.0,2.0,20/04/2010,3:11:00 PM,"3 Thrust Top on the daily, weekly still has oodles in the tank though",None
9741,,,,,,2010-04-23,Club_sharer,3728.0,2.0,19/04/2010,5:02:00 PM,"yeah Rheags, I took profit again today. I do not care if was a mistake if it goes upwards from today. It's all about offensive action, taking the cream of your success. This is the 2nd time I've taken good profit out of this company after buying it at 28.85 last May. Took profits at around 35 later last year, then watched the price retreat towards 30 again. Because I took profit at 35 I was not ticked off in the slightest about the pullback, and I didn't sell out as a result of the negative price action.

I'm a firm believer of profit taking - put it this way; it should be viewed as taking out insurance against a fall. But unlike any insurance policy which costs you money, profit taking is your payment for success. It puts you in good stead for any eventual pullback. Rather then panicking about loosing great profits you're more relaxed and less emotional about the market negatives.

The beauty is that if the market pushes CSL down again to the low 30s then I will use the money made on profit taking to buy back more shares than what I had sold. It's effectively gaining shares for free.

If it goes up from here I'm still a winner!",None
9742,,,,,,2010-04-23,regularASX,2602.0,,19/04/2010,8:44:00 PM,There is an article in FN Arena on CSL today.....not too positive.,None
9743,,,,,,2010-04-23,xerxes_ph,9081.0,,16/04/2010,10:50:00 AM,"FWIW ... I like it and am long .... see no reason to short it (from technical point of view)

DYOR & G/L",Hold
9744,,,,,,2010-04-23,buddfox,9241.0,,15/04/2010,10:50:00 AM,"maybe time to take profits?....could be set to retreat as fast as its rise.

dyor!

I'm short.

regards,",None
9745,,,,,,2010-04-23,rheags,265.0,,15/04/2010,11:50:00 AM,market throwing curve balls at people both short and long :),Hold
9746,,,,,,2010-04-23,HankMoody,289.0,,15/04/2010,1:06:00 PM,"I am short as well, however i was one day to early, short at 36.20

I think it could go either way though, still not 100% sure.",Sell
9747,CSL,Ann: Form 484 - Change to Company's Details,1.0,66,ASX News,2010-04-15,ASX News,,851.0,15/04/2010,9:03:00 AM,"Summary: Form 484 - Change to Company's Details
Price Sensitive: No
Download Document  938.71KB",None
9748,CSL,looking at shorts,60.0,4.3K,buddfox,2010-04-14,buddfox,9241.0,,14/04/2010,12:35:00 PM,"with the tail end of a 54mln share buyback and coming into very strong resistance, this is looking like a short, imo.

dyor!

regards,",None
9749,,,,,,2010-04-14,rheags,265.0,,14/04/2010,1:07:00 PM,"You said the same thing 2 weeks ago, maybe this time will be different for you...",LT
9750,,,,,,2010-04-14,buddfox,9241.0,,14/04/2010,2:30:00 PM,"very true, and its the 2nd time I have been wrong in my life...

this said, 2 days left for this buyback, imo, and then....

dyor!

regards,",None
9751,,,,,,2010-04-14,rheags,265.0,,14/04/2010,2:53:00 PM,"Well, we have just hit a new 12 month high, the stochastic has now respected the center line twice during the consolidation, MACD is turning up above the zero line, money flow respected zero, RSI has stayed bullish whole time, all looks rather positive to me.

As for the buyback, has only occured on 3 days during April, broker always buying at or below $36. Today may be different and they may buyback above $36 but would not hold my breath on that one. Ultimately they do have to dbuyback sometime to get the last shares they need. So yes, maybe only need 2 days to get the remaining shares they need but no gaurantee it will be the next 2 days given the 12 month buyback expires in June.",LT
9752,,,,,,2010-04-14,buddfox,9241.0,,14/04/2010,3:09:00 PM,"well buy more, then!

I'm short today.

regards,",None
9753,,,,,,2010-04-14,rheags,265.0,,14/04/2010,5:13:00 PM,"got enough CSL for now, don't need anymore :)

Oh, and one more positive, with todays close we broke the last remaining downtrend line dating back to May 2008.",LT
9754,,,,,,2010-04-14,Club_sharer,3728.0,2.0,14/04/2010,10:35:00 PM,I wasn't expecting a finish like that! Gotta love the market when it surprises in a positive way - almost makes up for the nasty pranks it plays on us when we're least expecting it lol!,None
9755,,,,,,2010-04-14,street talk,11142.0,477.0,14/04/2010,4:06:00 PM,The low targets set by some of the brokers have been reached today. Hopefully $40 not too far away. Up over $1 today,Buy
9756,,,,,,2010-04-14,AZZUMAH,1522.0,,13/04/2010,5:27:00 PM,"Linton, sorry to jump in...you could sell a few shares to lock in the current growth you have seen...in your mind that brings down your what the stock owes you and you have a few $$$ in your pocket if your still happy to hold some shares. I hold them also, it runs between 30 and 40 longterm...looking toppy atm with the strong aussie but winter coming up, iron ore running and still csl is strong...if iron ore tops out and we get a little fallout here, csl could catch the bucks in a swap of sectors. My thoughts only, we are all blind in reality BUT.......you obviously know your own thoughts and want a few views. :))",LT
9757,CSL,flu shots,1.0,142,AZZUMAH,2010-04-13,AZZUMAH,1522.0,,13/04/2010,5:10:00 PM,"Being delayed immunisation at our workplace (Healthcare) due to no fluvax available...... apparently theres a shortage so waiting for supplies to catch up. The swine flu vaccine has been priority,causing a backlog in delivery for the Fluvax. This spells $$$$$$$ rolling in this winter again. Now given the huge $AUD and CSL still sitting around $36 even with sentimentand dollars going to iron ore providers.... its a really impressive performance and one that underlines this coys power. imho",LT
9758,,,,,,2010-04-13,regularASX,2602.0,,12/04/2010,9:55:00 AM,"Credit Suisse 12/04/2010 1 Outperform $40.50 12.6%

With 18 months worth of clinical data about the potential use of IVIG in Alzheimer's disease soon to be reported the broker suggests investing in the company gives a free option over this potential.

While a low case with respect to any blue sky is most likely in its view the broker sees enough value in the stock to retain its Outperform rating. Target unchanged at $40.50.

Target price is $40.50 Current Price is $36.08 Difference: $4.42
If CSL meets the Credit Suisse target it will return approximately 12% (excluding dividends, fees and charges).",None
9759,,,,,,2010-04-13,Danube,3731.0,,12/04/2010,11:13:00 AM,"Credit Suisse --$40.50
JP Morgan --$41.68
Deutsche Bank --$34.00
Merrill Lynch --$36.60
Citi --$40.26
RBS --$37.50
UBS --$41.00
Macquarie --$37.48

Who had got buyback brokerage business from CSL? The target price might give you some clues.",Hold
9760,CSL,Ann: Half Year Report,1.0,75,ASX News,2010-09-04,ASX News,,851.0,9/04/2010,9:03:00 AM,"Summary: Half Year Report
Price Sensitive: No
Download Document  276.23KB",None
9761,,,,,,2010-09-04,lintonjames,21.0,,8/04/2010,6:10:00 PM,"10cents thanks for your chat.

Very much appreciated. Hotcopper is brilliant when you can throw a question out there and have knowledgable posters like yourself reply.
I will keep an eye on your charts and try to teach myself a little more on technical analysis.

Cheers

LJ",None
9762,,,,,,2010-09-04,rheags,265.0,,7/04/2010,2:03:00 PM,Low volume yesterday but 51% of the days trade was short sales! Contrarian indicator?,LT
9763,,,,,,2010-09-04,10cents,2397.0,,7/04/2010,10:40:00 AM,"lintonjames,

What's your strategy with CSL - long term or medium or short term?
Also what entry price?
Did you invest for fundamental or technical reasons?
Has your profit target been met yet?

Stop losses are subjective - it's really each to his own and no one can say for sure what's coming tomorrow.

With me being one of the bears here I may not be the best person to give such advice.

10c",ST
9764,,,,,,2010-09-04,lintonjames,21.0,,7/04/2010,6:03:00 PM,"Cheers 10cents

I have been admiring your charts on the weekend charting forum.
My question was more for capital preservation.
I brought in at $30.80 and was intending to hold for the long term. My plan has since changed as i dont really want to see the profits gained lost.

Was looking to find a technical price that if broken would see the price drop with no support.

Any advise welcome and appreciated

Thanks again for your reply

lintonjames (newby)",None
9765,,,,,,2010-09-04,10cents,2397.0,,7/04/2010,7:38:00 PM,"lintonjames,

You've done pretty well there. Did you have a target in mind - both in time and in price?

Here's a less cluttered chart. It has horizontal support and resistance lines. You could have stop losses under them or you could take your good profits now even.

Better still, request a CSL chart on the weekend thread and you'll get other interpretations.

Cheers,
10cents",ST
9766,CSL,stop loss,6.0,550,lintonjames,2010-05-04,lintonjames,21.0,,5/04/2010,2:20:00 PM,"Plenty of bearish sentiment on CSL of late. Any ideas from chartists on where to place a stop loss would be much appreciated

Thanks


Lintonjames",Hold
9767,,,,,,2010-05-04,sircorp,11658.0,389.0,3/04/2010,6:59:00 PM,"Well Rheags

One thing I learnt that when any Director dispose of shares after a sharp jump, it is MOSTLY a time to sell.

Pressure from Generic Products has reduced Sigma and IDT profits. It is just the beginning of Pharma being opened to cheaper imports.

===========================================================
If a cheaper product can be made overseas why manufacture locally(CAR INDUSTRY, STEEL, CLOTHES, METAL AND LIST GOES ON).",Hold
9768,,,,,,2010-05-04,10cents,2397.0,,3/04/2010,7:37:00 PM,"Hi all.

I have a chart showing CSL's relationship with the AUD/USD forex rate.

Periods shaded yellow show share price inversely related to AUD.
Purple periods show share price and value of AUD in the same direction.

Cheers,
10cents",ST
9769,,,,,,2010-05-04,10cents,2397.0,,3/04/2010,7:53:00 PM,"And this is why I'm bearish short term.

Two prominent bearish candle patterns formed at a known resistance level - the gap during March '09.
This came after a strong month long rally that saw it gain 20%.
A large gap formed near the start of that rally that I believe will need to be filled. That gap also coincides with two previous swing highs and will most likely form a key support area in the future.
There was an almost identical move in August with a large bearish engulfing pattern and a short term double top like now. An identical down move would see the gap filled.
I'm also a believer in long term uptrend lines acting as magnets, drawing share prices back to reality, keeping rises slow and steady.

Cheers,
10cents",ST
9770,,,,,,2010-05-04,sircorp,11658.0,389.0,2/04/2010,1:38:00 PM,"Well RegularASX

Seems you are a smart(quick decision maker) person. CSL is a good buy for long term. But Share Market is for TRADING ONLY.",Hold
9855,CSL,Ann: Daily Share Buy-Back Notice,1.0,68,ASX News,2010-05-03,ASX News,,851.0,5/03/2010,8:32:00 AM,"Summary: Daily Share Buy-Back Notice
Price Sensitive: No
Download Document  23.93KB",None
9971,CSL,today's scenario,14.0,715,regularASX,2010-05-02,regularASX,2602.0,,5/02/2010,7:42:00 AM,"USD up, defensives in favour, GlaxoSmithKline Q4 profit up 66% ... maybe initial panic selling and when we get back to common sense should go up from there.

Anyone?",None
9972,,,,,,2010-05-02,smartdude,2379.0,370.0,5/02/2010,9:13:00 AM,This stock often moves against the market as investors move to defensive stocks. I would not be overly surprised if the stock was flat or possibly green in a falling market today. I often buy into CSL when the market is high and CSL is low and sell when the market drops without CSL following.,Buy
9973,,,,,,2010-05-02,regularASX,2602.0,,5/02/2010,10:25:00 AM,"So far, it is looking good...and with WOW and FGL is the only other stock in green. Defensives in play, today.",LT
9974,,,,,,2010-05-02,radioactivewhale,4440.0,,5/02/2010,2:25:00 PM,RUN baby RUN! ;),LT
9975,,,,,,2010-05-02,Club_sharer,3728.0,2.0,5/02/2010,2:27:00 PM,"I knew it was in my toolbox for a reason - it's been dormant for the last 6 months or so, but now's there's lie in the old dog yet. Might be a good idea to load up with some more - I'll see if it gets past 32 before I do. Last took profits at around 35.5 so in a good place.",None
9976,,,,,,2010-05-02,robbbbbbb,9860.0,2.0,5/02/2010,2:37:00 PM,"check out your daily chart and price above 41ema

divergence on stochastics too, will move with the USD so caution but TA on the daily has me in for a dollar risk and a bit more upside than a buck :)))

trade safe, teddy bears need blood too :)))


regards
rob",Hold
9977,,,,,,2010-05-02,regularASX,2602.0,,5/02/2010,3:13:00 PM,"Rob, this is similar to early Aug 09 spike and could easily reach 34-35 dollar range. Also we are getting close to March (rep. div. period), so that too can contribute to the SP increase. Not to mention USD. I have been holding this stock for a long time and will continue to do so as I am not planning to sell it under $40.",LT
